group,core15,category,track,category_name,window,n_pubmed,share_kr_pct,activity_index,growth_pct_2125_vs_1620,n_dump_K,n_dump_T,world_share_permille_K,fwci_mean_K,fwci_mean_T,fwci_ge2_pct_K
중앙대,Y,M9,M,세포치료 플랫폼,2016-2025,171,3.1199,0.9183,6.0241,14,42,0.2661,1.3352,1.9868,21.4286
중앙대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,140,2.684,0.7901,25.8065,10,94,0.3555,2.1453,1.7893,50.0
중앙대,Y,M11,M,노쇠·노화 중재,2016-2025,152,4.7694,1.4039,104.0,24,24,0.6453,1.4124,1.7249,25.0
충남대,Y,R,R,희귀질환,2016-2025,25,2.8539,0.9184,112.5,0,35,0.0,,1.6504,
충남대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,407,3.3138,1.0664,27.3743,37,134,0.2611,1.9354,1.3602,27.027
충남대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,82,2.1042,0.6771,15.7895,13,26,0.2152,1.0972,0.6146,15.3846
충남대,Y,M3,M,암 조기발견·액체생검,2016-2025,55,1.9346,0.6226,75.0,8,9,0.21,1.5497,0.6363,37.5
충남대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,27,1.7089,0.5499,-7.1429,12,45,0.5573,1.6795,2.1878,16.6667
충남대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,39,1.5726,0.5061,190.0,5,13,0.108,0.6906,0.3946,20.0
충남대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,43,4.4376,1.4281,277.7778,2,45,0.3968,1.5297,0.8998,50.0
충남대,Y,M7,M,항생제 내성 극복,2016-2025,160,3.6756,1.1829,58.0645,19,55,0.3691,1.7282,1.335,27.7778
충남대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,112,3.3888,1.0906,102.7027,14,84,0.3726,1.3146,0.8885,14.2857
충남대,Y,M9,M,세포치료 플랫폼,2016-2025,104,1.8975,0.6106,31.1111,17,55,0.3232,1.5955,1.2786,31.25
충남대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,133,2.5498,0.8206,141.0256,27,119,0.9599,2.4263,1.1609,56.0
충남대,Y,M11,M,노쇠·노화 중재,2016-2025,93,2.9181,0.9391,464.2857,17,28,0.4571,1.6601,2.174,35.2941
가천대,Y,R,R,희귀질환,2016-2025,21,2.3973,0.8551,-25.0,0,59,0.0,,3.0498,
가천대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,630,5.1295,1.8297,50.996,196,338,1.383,2.5575,1.9144,35.7143
가천대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,98,2.5148,0.897,0.0,29,76,0.4802,1.2655,1.207,20.6897
가천대,Y,M3,M,암 조기발견·액체생검,2016-2025,79,2.7788,0.9912,82.1429,13,54,0.3413,4.8842,2.9647,53.8462
가천대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,35,2.2152,0.7902,69.2308,18,99,0.8359,2.9628,2.9685,44.4444
가천대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,100,4.0323,1.4384,-18.1818,23,23,0.4967,1.0711,1.1869,21.7391
가천대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,46,4.7472,1.6934,950.0,7,43,1.3889,1.0827,1.972,0.0
가천대,Y,M7,M,항생제 내성 극복,2016-2025,92,2.1135,0.7539,106.6667,15,40,0.2914,1.656,1.9024,26.6667
가천대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,66,1.997,0.7123,166.6667,16,33,0.4258,2.0824,1.1793,25.0
가천대,Y,M9,M,세포치료 플랫폼,2016-2025,133,2.4266,0.8656,4.6154,29,48,0.5513,2.2453,1.5419,37.931
가천대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,124,2.3773,0.848,213.3333,39,165,1.3865,1.5393,1.5748,33.3333
가천대,Y,M11,M,노쇠·노화 중재,2016-2025,140,4.3928,1.567,59.2593,63,55,1.694,2.0825,2.1062,30.1587
한림대,N,R,R,희귀질환,2016-2025,19,2.1689,0.6878,116.6667,0,29,0.0,,2.7077,
한림대,N,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,597,4.8608,1.5414,50.8403,81,142,0.5715,1.7284,1.5791,28.3951
한림대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,149,3.8235,1.2125,19.1176,12,32,0.1987,1.3602,1.121,9.0909
한림대,N,M3,M,암 조기발견·액체생검,2016-2025,88,3.0953,0.9816,75.0,5,23,0.1313,1.2144,2.2666,20.0
한림대,N,M4,M,척수손상·신경재생·BCI,2016-2025,41,2.5949,0.8229,-36.0,2,52,0.0929,1.4742,1.4658,50.0
한림대,N,M5,M,중증 정신질환 정밀치료,2016-2025,103,4.1532,1.3171,23.913,3,9,0.0648,0.0,5.502,0.0
한림대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,51,5.2632,1.669,437.5,2,39,0.3968,1.9615,2.8163,0.0
한림대,N,M7,M,항생제 내성 극복,2016-2025,187,4.2959,1.3623,46.0526,19,40,0.3691,0.5759,1.0816,0.0
한림대,N,M8,M,생체 내 유전자치료·편집,2016-2025,23,0.6959,0.2207,30.0,2,17,0.0532,0.7859,2.3889,0.0
한림대,N,M9,M,세포치료 플랫폼,2016-2025,96,1.7515,0.5554,-31.5789,12,15,0.2281,2.4532,1.4491,58.3333
한림대,N,M10,M,장기 재생·이종장기·인공장기,2016-2025,127,2.4348,0.7721,4.8387,5,64,0.1778,4.1156,1.6507,60.0
한림대,N,M11,M,노쇠·노화 중재,2016-2025,140,4.3928,1.393,118.1818,16,26,0.4302,1.0979,0.8994,18.75
건국대,Y,R,R,희귀질환,2016-2025,18,2.0548,0.7047,0.0,1,34,0.1685,1.2054,1.2865,0.0
건국대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,544,4.4292,1.519,-5.0179,84,192,0.5927,2.7526,1.8216,39.2857
건국대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,83,2.1298,0.7304,-40.3846,19,40,0.3146,1.9188,1.4173,26.3158
건국대,Y,M3,M,암 조기발견·액체생검,2016-2025,84,2.9546,1.0133,89.6552,16,9,0.4201,8.9017,1.8417,37.5
건국대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,31,1.962,0.6729,21.4286,7,51,0.3251,1.5055,1.4777,14.2857
건국대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,67,2.7016,0.9265,-8.5714,11,19,0.2375,1.0123,1.4299,27.2727
건국대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,24,2.4768,0.8494,280.0,1,70,0.1984,0.5412,2.189,0.0
건국대,Y,M7,M,항생제 내성 극복,2016-2025,178,4.0891,1.4024,22.5,30,126,0.5829,1.9787,1.3706,24.1379
건국대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,98,2.9652,1.0169,13.0435,19,118,0.5057,1.4739,1.3736,26.3158
건국대,Y,M9,M,세포치료 플랫폼,2016-2025,234,4.2693,1.4642,-37.5,51,100,0.9695,2.1135,1.5845,34.0
건국대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,279,5.3489,1.8344,-26.7081,46,147,1.6353,2.4052,1.7063,39.1304
건국대,Y,M11,M,노쇠·노화 중재,2016-2025,79,2.4788,0.8501,176.1905,30,52,0.8066,1.6492,1.7468,33.3333
인하대,N,R,R,희귀질환,2016-2025,19,2.1689,1.1566,-41.6667,0,19,0.0,,0.4912,
인하대,N,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,308,2.5077,1.3372,44.4444,26,42,0.1835,3.7948,2.8108,46.1538
인하대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,78,2.0015,1.0673,36.3636,12,15,0.1987,1.6109,0.7465,41.6667
인하대,N,M3,M,암 조기발견·액체생검,2016-2025,41,1.4421,0.769,5.0,7,7,0.1838,1.8511,1.3245,28.5714
인하대,N,M4,M,척수손상·신경재생·BCI,2016-2025,39,2.4684,1.3162,100.0,2,29,0.0929,0.5349,2.3815,0.0
인하대,N,M5,M,중증 정신질환 정밀치료,2016-2025,35,1.4113,0.7526,18.75,2,6,0.0432,0.3674,0.2355,0.0
인하대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,29,2.9928,1.5959,162.5,0,8,0.0,,1.3327,
인하대,N,M7,M,항생제 내성 극복,2016-2025,53,1.2176,0.6493,-29.0323,7,21,0.136,3.6576,1.2589,28.5714
인하대,N,M8,M,생체 내 유전자치료·편집,2016-2025,33,0.9985,0.5324,212.5,4,22,0.1065,2.1928,1.6187,50.0
인하대,N,M9,M,세포치료 플랫폼,2016-2025,111,2.0252,1.0799,52.2727,18,28,0.3422,2.0369,1.7658,16.6667
인하대,N,M10,M,장기 재생·이종장기·인공장기,2016-2025,84,1.6104,0.8588,89.6552,8,62,0.2844,2.2846,1.162,37.5
인하대,N,M11,M,노쇠·노화 중재,2016-2025,74,2.3219,1.2382,55.1724,15,28,0.4033,2.9316,1.2589,53.3333
전북대,N,R,R,희귀질환,2016-2025,34,3.8813,1.4532,-11.1111,0,20,0.0,,0.3266,
전북대,N,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,358,2.9148,1.0913,25.1572,31,68,0.2187,1.6813,1.4772,25.8065
전북대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,51,1.3087,0.49,21.7391,4,17,0.0662,0.7054,0.5685,0.0
전북대,N,M3,M,암 조기발견·액체생검,2016-2025,37,1.3014,0.4873,46.6667,9,4,0.2363,1.8676,0.4031,33.3333
전북대,N,M4,M,척수손상·신경재생·BCI,2016-2025,23,1.4557,0.545,-46.6667,5,28,0.2322,1.0771,1.7433,20.0
전북대,N,M5,M,중증 정신질환 정밀치료,2016-2025,117,4.7177,1.7664,8.9286,15,20,0.3239,2.0414,1.4485,20.0
전북대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,57,5.8824,2.2024,116.6667,6,55,1.1905,2.0554,1.2431,33.3333
전북대,N,M7,M,항생제 내성 극복,2016-2025,167,3.8364,1.4364,45.5882,24,67,0.4663,1.3995,1.1118,25.0
전북대,N,M8,M,생체 내 유전자치료·편집,2016-2025,66,1.997,0.7477,625.0,19,57,0.5057,1.698,1.3479,42.1053
전북대,N,M9,M,세포치료 플랫폼,2016-2025,103,1.8792,0.7036,19.1489,13,25,0.2471,1.7324,1.3034,30.7692
전북대,N,M10,M,장기 재생·이종장기·인공장기,2016-2025,219,4.1986,1.572,-20.4918,39,164,1.3865,1.9442,1.0946,38.4615
전북대,N,M11,M,노쇠·노화 중재,2016-2025,36,1.1296,0.4229,400.0,9,15,0.242,0.8812,2.1628,22.2222
